908323401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
909452132 0 0 0 393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
909455564 0 0 0 393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
909782370 2881 0 0 393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
909814919 2881 0 0 393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
909817062 2881 0 0 393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
909834746 2881 0 0 393 0 0 0 24202 0 0 0 0 0 0 0 0 0 0 0 0
909835198 2881 0 0 393 0 0 0 24705 0 0 0 0 0 0 0 0 0 0 0 0
909835668 2881 0 0 393 0 0 0 24706 0 0 0 0 0 0 0 0 0 0 0 0
909930754 2881 0 0 393 0 0 0 24765 0 0 0 0 0 0 0 0 0 0 0 0
909943716 2881 0 0 393 0 0 0 25233 0 0 0 0 0 0 0 0 0 0 0 0
909944661 2881 0 0 393 0 0 0 25233 0 0 0 0 0 0 0 0 0 0 0 0
910021114 2881 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910041920 4161 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910044159 4161 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910045029 5419 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910046298 5491 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910048471 5802 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910050317 5892 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910050382 5918 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910050417 5943 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910050610 5964 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910117259 6035 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910120288 6060 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910124217 6083 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910126784 6534 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910169006 6535 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910169452 6554 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910172969 6580 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910173142 6582 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910173692 6609 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910188666 6609 0 0 393 0 0 0 25237 0 0 0 0 0 0 0 0 0 0 0 0
910195579 6609 0 0 393 0 0 0 25348 0 0 0 0 0 0 0 0 0 0 0 0
910195981 6609 0 0 393 0 0 0 25355 0 0 0 0 0 0 0 0 0 0 0 0
910205701 6609 0 0 393 0 0 0 25355 0 0 0 0 0 0 0 0 0 0 0 0
910205731 6609 0 0 393 0 0 0 25355 0 0 0 0 0 0 0 0 0 0 0 0
910205965 6609 0 0 1044 0 0 0 25355 0 0 0 0 0 0 0 0 0 0 0 0
910206879 6609 0 0 1928 0 0 0 25355 0 0 0 0 0 0 0 0 0 0 0 0
910209306 6609 0 0 1930 0 0 0 25355 0 0 0 0 0 0 0 0 0 0 0 0
910209455 6609 0 0 1935 0 0 0 25355 0 0 0 0 0 0 0 0 0 0 0 0
910249208 6609 0 0 1935 0 0 0 25355 0 0 0 483 0 0 0 0 0 0 0 0
910262170 6692 0 0 1935 0 0 0 25355 0 0 0 483 0 0 0 0 0 0 0 0
