908323401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
909452132 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
909455564 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
909782370 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
909814919 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
909817062 1 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
909834746 1 0 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
909835198 1 0 0 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
909835668 1 0 0 2 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
909930754 1 0 0 2 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0
909943716 1 0 0 2 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0
909944661 1 0 0 2 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0
910021114 1 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910041920 2 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910044159 3 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910045029 4 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910046298 5 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910048471 6 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910050317 7 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910050382 8 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910050417 9 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910050610 10 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910117259 11 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910120288 12 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910124217 13 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910126784 14 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910169006 15 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910169452 16 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910172969 17 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910173142 18 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910173692 19 0 0 2 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
910188666 19 0 0 2 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0
910195579 19 0 0 2 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0
910195981 19 0 0 2 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0
910205701 19 0 0 3 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0
910205731 19 0 0 4 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0
910205965 19 0 0 5 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0
910206879 19 0 0 6 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0
910209306 19 0 0 7 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0
910209455 19 0 0 8 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0
910249208 19 0 0 8 0 0 0 12 0 0 0 1 0 0 0 0 0 0 0 0
910262170 20 0 0 8 0 0 0 12 0 0 0 1 0 0 0 0 0 0 0 0
910282160 20 0 0 9 0 0 0 12 0 0 0 1 0 0 0 0 0 0 0 0
910301720 20 0 0 10 0 0 0 12 0 0 0 1 0 0 0 0 0 0 0 0
910318957 20 0 0 10 0 0 0 13 0 0 0 1 0 0 0 0 0 0 0 0
910360898 20 0 0 11 0 0 0 13 0 0 0 1 0 0 0 0 0 0 0 0
910361786 20 0 0 12 0 0 0 13 0 0 0 1 0 0 0 0 0 0 0 0
910373401 21 0 0 12 0 0 0 13 0 0 0 1 0 0 0 0 0 0 0 0
910374331 22 0 0 12 0 0 0 13 0 0 0 1 0 0 0 0 0 0 0 0
910374831 23 0 0 12 0 0 0 13 0 0 0 1 0 0 0 0 0 0 0 0
910379631 24 0 0 12 0 0 0 13 0 0 0 1 0 0 0 0 0 0 0 0
910394811 24 0 0 12 0 0 0 13 0 0 0 1 0 1 0 0 0 0 0 0
